user_id,section_id,avg_perc,top3_avg_perc,best_perc,nprocs
9647,2714552,1,20.92,20.92,31.08,2
9648,2714552,2,25.6,25.6,31.96,2
9649,2714552,3,23.93,23.93,29.8,2
9650,2269812,0,29.68,81.0,85.13,17
9651,2269812,1,46.42,92.26,93.89,17
9652,2269812,2,41.11,79.15,83.54,17
9653,2269812,3,24.43,78.07,87.73,17
9654,2269878,0,74.03,83.96,85.27,8
9655,2269878,1,63.21,77.0,78.78,8
9656,2269878,2,68.12,84.06,86.63,8
9657,2269878,3,77.54,87.68,92.25,8
9658,2496826,0,69.68,87.3,89.57,18
9659,2496826,1,71.41,89.2,91.79,18
9660,2496826,2,68.27,90.63,93.42,18
9661,2496826,3,65.08,89.38,93.31,18
9662,2692816,0,45.55,64.95,68.14,18
9663,2692816,1,57.33,85.21,88.3,18
9664,2692816,2,47.68,74.92,76.59,18
9665,2692816,3,40.4,59.21,60.65,18
9666,2697634,0,11.39,18.96,24.23,11
9667,2697634,1,20.33,40.2,52.84,11
9668,2697634,2,20.9,36.35,55.8,11
9669,2697634,3,14.32,20.45,21.06,11
9670,2696244,0,4.84,6.05,6.44,18
9671,2696244,1,8.28,11.3,12.49,18
9672,2696244,2,14.95,24.99,32.94,18
9673,2696244,3,12.31,17.25,18.3,18
9674,2728205,0,62.23,76.64,79.25,15
9675,2728205,1,68.86,88.41,96.6,15
9676,2728205,2,60.45,86.49,90.84,15
9677,2728205,3,53.22,68.93,71.75,15
9678,2501982,0,97.51,99.54,99.62,16
9679,2501982,1,91.24,98.57,99.94,16
9680,2501982,2,88.58,98.33,98.5,16
9681,2501982,3,97.47,99.56,99.59,16
9682,2493675,0,14.86,23.1,26.6,11
9683,2493675,1,32.88,53.94,69.64,11
9684,2493675,2,25.49,45.99,52.93,11
9685,2493675,3,11.48,16.32,18.35,11
9686,2568629,0,69.25,82.12,85.52,16
9687,2568629,1,72.06,91.4,94.97,16
9688,2568629,2,40.99,68.42,74.37,16
9689,2568629,3,75.37,92.0,93.16,16
9690,2737260,0,58.54,58.54,67.77,3
9691,2737260,1,55.56,55.56,63.6,3
9692,2737260,2,53.2,53.2,75.45,3
9693,2737260,3,65.12,65.12,81.26,3
9694,2631399,0,90.95,93.65,96.8,5
9695,2631399,1,69.52,78.45,86.37,5
9696,2631399,2,78.72,88.39,97.46,5
9697,2631399,3,94.91,97.34,99.3,5
9698,2444354,0,95.2,99.54,99.93,14
9699,2444354,1,79.14,98.31,99.56,14
9700,2444354,2,90.49,99.48,99.91,14
9701,2444354,3,96.21,99.49,99.78,14
9702,2739202,0,62.55,74.89,78.93,10
9703,2739202,1,37.61,52.79,57.92,10
9704,2739202,2,57.38,82.58,85.45,10
9705,2739202,3,77.87,93.81,95.76,10
9706,2550265,0,64.88,93.22,99.92,18
9707,2550265,1,68.11,84.82,85.76,18
9708,2550265,2,69.14,98.17,100.0,18
9709,2550265,3,55.11,92.59,99.92,18
9710,2458590,0,85.82,85.82,88.43,2
9711,2458590,1,67.98,67.98,70.11,2
9712,2458590,2,93.46,93.46,94.57,2
9713,2458590,3,80.15,80.15,88.48,2
9714,2497804,0,21.19,40.87,54.71,12
9715,2497804,1,46.51,68.61,69.75,12
9716,2497804,2,22.67,46.49,72.8,12
9717,2497804,3,16.41,32.16,39.96,12
9718,2435366,0,44.58,63.55,70.82,9
9719,2435366,1,44.28,73.37,87.59,9
9720,2435366,2,49.28,65.8,68.92,9
9721,2435366,3,47.28,68.79,74.09,9
9722,2737806,0,4.1,7.42,8.35,13
9723,2737806,1,9.47,18.2,27.42,13
9724,2737806,2,12.82,34.24,50.9,13
9725,2737806,3,9.01,14.98,15.22,13
9726,2745004,0,42.4,54.28,66.9,6
9727,2745004,1,43.97,64.09,83.85,6
9728,2745004,2,24.92,37.96,53.9,6
9729,2745004,3,58.0,72.56,83.69,6
9730,3232751,2,22.98,34.29,53.23,5
9731,3232751,3,23.0,30.47,40.64,5
9732,3244300,0,15.51,21.8,48.64,5
9733,3244300,1,16.59,25.99,52.15,5
9734,3244300,2,33.9,43.61,80.61,5
9735,3244300,3,16.06,21.81,34.36,5
9736,2827123,0,7.77,7.77,10.11,2
9737,2827123,1,4.1,4.1,7.85,2
9738,2827123,2,8.68,8.68,15.94,2
9739,2827123,3,21.66,21.66,25.06,2
9740,2770610,0,69.21,87.54,93.36,8
9741,2770610,1,61.07,86.01,92.09,8
9742,2770610,2,52.28,78.4,79.23,8
9743,2770610,3,84.45,94.25,96.62,8
9744,2650595,0,11.95,20.82,28.18,7
9745,2650595,1,25.63,45.09,64.4,7
9746,2650595,2,16.97,24.11,32.94,7
9747,2650595,3,12.11,16.47,24.1,7
9748,3160407,0,69.79,89.29,93.6,18
9749,3160407,1,75.96,95.81,96.94,18
9750,3160407,2,59.6,85.78,95.68,18
9751,3160407,3,63.75,81.84,95.44,18
9752,3063436,0,25.43,25.43,32.31,2
9753,3063436,1,47.32,47.32,54.32,2
9754,3063436,2,20.14,20.14,39.09,2
9755,3063436,3,25.2,25.2,32.17,2
9756,2716520,0,73.72,96.65,97.33,18
9757,2716520,1,67.99,88.29,89.6,18
9758,2716520,2,69.41,98.04,99.8,18
9759,2716520,3,72.28,92.79,96.7,18
9760,2901211,0,59.57,71.48,82.73,5
9761,2901211,1,79.82,91.37,95.25,5
9762,2901211,2,48.1,64.43,71.15,5
9763,2901211,3,47.83,60.38,79.96,5
9764,3088333,0,41.42,41.42,55.32,3
9765,3088333,1,53.95,53.95,68.15,3
9766,3088333,2,44.55,44.55,75.45,3
9767,3088333,3,37.73,37.73,45.0,3
9768,2934191,0,37.1,40.89,50.6,4
9769,2934191,1,47.74,58.69,93.57,4
9770,2934191,2,45.05,52.62,66.13,4
9771,2934191,3,34.58,41.94,49.95,4
9772,3239977,0,12.03,40.6,54.29,14
9773,3239977,1,18.12,55.4,80.86,14
9774,3239977,2,17.84,38.74,55.54,14
9775,3239977,3,18.46,45.99,51.43,14
9776,2965682,0,16.05,16.05,19.35,3
9777,2965682,1,28.38,28.38,41.19,3
9778,2965682,2,35.33,35.33,56.11,3
9779,2965682,3,14.9,14.9,18.22,3
9780,3229930,0,58.5,58.5,60.59,2
9781,3229930,1,76.94,76.94,92.02,2
9782,3229930,2,76.81,76.81,78.42,2
9783,3229930,3,29.45,29.45,48.34,2
9784,3229934,0,46.9,46.9,47.06,2
9785,3229934,1,56.25,56.25,70.11,2
9786,3229934,2,43.67,43.67,59.56,2
9787,3229934,3,46.66,46.66,49.63,2
9788,3255406,0,12.14,15.87,31.37,4
9789,3255406,1,19.31,22.49,31.66,4
9790,3255406,2,10.27,10.94,13.63,4
9791,3255406,3,21.11,28.07,56.56,4
9792,3255442,0,48.67,79.13,91.44,15
9793,3255442,1,62.5,91.21,92.23,15
9794,3255442,2,51.81,80.55,96.7,15
9795,3255442,3,40.55,65.66,72.46,15
9796,2829478,0,18.24,23.94,27.94,8
9797,2829478,1,19.77,30.62,35.87,8
9798,2829478,2,31.93,46.38,48.01,8
9799,2829478,3,24.29,33.77,40.18,8
9800,3220274,0,3.19,6.18,8.47,6
9801,3220274,1,10.64,18.64,35.41,6
9802,3220274,2,10.25,19.79,38.83,6
9803,3220274,3,6.07,11.35,12.1,6
9804,3124252,0,13.51,17.0,17.54,7
9805,3124252,1,18.81,27.43,29.43,7
9806,3124252,2,34.38,56.04,82.43,7
9807,3124252,3,15.73,21.02,25.69,7
9808,2882289,0,7.87,7.87,10.97,2
9809,2882289,1,7.97,7.97,8.18,2
9810,2882289,2,14.08,14.08,14.53,2
9811,2882289,3,26.34,26.34,40.22,2
9812,3013530,0,87.73,93.73,96.18,5
9813,3013530,1,85.57,91.33,99.74,5
9814,3013530,2,74.19,87.03,94.58,5
9815,3013530,3,83.85,92.29,95.57,5
9816,2416090,0,36.45,38.01,38.41,6
9817,2416090,1,27.93,36.91,46.89,6
9818,2416090,2,35.3,45.76,56.38,6
9819,2416090,3,56.53,64.16,75.6,6
9820,3132318,0,56.71,72.57,76.84,5
9821,3132318,1,79.29,86.89,97.54,5
9822,3132318,2,36.51,44.01,45.35,5
9823,3132318,3,46.4,63.69,74.89,5
9824,2823396,0,75.32,95.7,96.3,16
9825,2823396,1,60.84,90.42,96.59,16
9826,2823396,2,86.85,99.84,99.97,16
9827,2823396,3,62.95,89.83,95.0,16
9828,3000300,0,60.94,72.51,75.26,4
9829,3000300,1,81.96,87.04,92.83,4
9830,3000300,2,43.0,53.94,66.92,4
9831,3000300,3,55.17,61.51,65.32,4
9832,2923766,0,7.65,7.65,11.0,2
9833,2923766,1,23.25,23.25,38.64,2
9834,2923766,2,9.62,9.62,17.45,2
9835,2923766,3,10.04,10.04,11.09,2
9836,3232910,0,5.67,9.21,12.37,15
9837,3232910,1,10.81,17.29,19.7,15
9838,3232910,2,13.1,20.48,22.79,15
9839,3232910,3,11.67,20.47,27.0,15
9840,3269221,0,75.69,75.69,86.13,3
9841,3269221,1,58.77,58.77,88.34,3
9842,3269221,2,73.03,73.03,83.12,3
9843,3269221,3,80.16,80.16,90.96,3
9844,3260130,0,38.68,53.93,65.31,10
9845,3260130,1,44.51,60.91,71.86,10
9846,3260130,2,36.58,61.7,84.46,10
9847,3260130,3,44.52,61.05,69.35,10
9848,3247015,0,47.15,70.12,84.64,15
9849,3247015,1,53.26,75.97,85.59,15
9850,3247015,2,42.23,68.57,89.85,15
9851,3247015,3,50.54,75.12,86.22,15
9852,3089481,0,33.77,50.19,68.84,10
9853,3089481,1,32.02,48.74,52.94,10
9854,3089481,2,36.91,56.21,76.59,10
9855,3089481,3,41.82,61.37,70.08,10
9856,3161997,0,33.77,45.75,51.93,12
9857,3161997,1,41.52,59.86,70.32,12
9858,3161997,2,43.27,74.23,89.85,12
9859,3161997,3,33.19,43.09,49.68,12
9860,2991816,0,73.29,84.9,95.23,6
9861,2991816,1,72.8,86.56,90.23,6
9862,2991816,2,63.95,91.27,97.26,6
9863,3383421,0,45.05,57.52,62.21,9
9864,3383421,1,41.23,62.68,64.44,9
9865,3383421,2,54.6,82.74,97.1,9
9866,3383421,3,46.95,58.43,68.91,9
9867,3406625,0,16.78,44.65,79.55,12
9868,3406625,1,10.13,14.02,16.34,12
9869,3406625,2,27.74,56.17,70.84,12
9870,3406625,3,28.46,70.6,100.0,12
9871,3481975,0,16.55,29.65,34.62,13
9872,3481975,1,19.69,37.3,45.2,13
9873,3481975,2,22.6,35.64,42.73,13
9874,3481975,3,24.95,35.96,39.63,13
9875,3369350,0,87.92,88.68,92.49,4
9876,3369350,1,95.33,96.68,98.17,4
9877,3369350,2,64.06,69.18,72.77,4
9878,3369350,3,79.13,81.59,87.2,4
9879,2947037,0,15.64,22.04,24.26,9
9880,2947037,1,16.25,26.61,31.69,9
9881,2947037,2,33.92,53.0,68.92,9
9882,2947037,3,21.46,32.27,38.09,9
9883,3331732,0,86.7,91.98,93.27,18
9884,3331732,1,82.86,96.31,97.19,18
9885,3331732,2,78.03,94.64,97.64,18
9886,3331732,3,81.23,91.63,95.18,18
9887,3331762,0,53.28,69.84,77.84,17
9888,3331762,1,36.39,65.9,72.2,17
9889,3331762,2,72.71,92.88,94.75,17
9890,3331762,3,56.18,79.7,83.48,17
9891,1183546,0,75.01,90.68,99.47,9
9892,1183546,1,74.21,95.16,100.0,9
9893,1183546,2,60.87,81.9,87.69,9
9894,1183546,3,72.77,95.53,96.78,9
9895,3492987,0,88.61,95.77,96.75,8
9896,3492987,1,87.87,95.3,95.9,8
9897,3492987,2,72.02,95.23,97.65,8
9898,3492987,3,86.19,94.52,95.44,8
9899,3427696,0,11.12,11.12,11.56,2
9900,3427696,1,27.91,27.91,31.69,2
9901,3427696,2,7.88,7.88,13.98,2
9902,3427696,3,12.91,12.91,14.48,2
9903,3427707,0,25.0,25.0,27.46,3
9904,3427707,1,21.27,21.27,31.54,3
9905,3427707,2,35.77,35.77,58.39,3
9906,3427707,3,32.77,32.77,38.71,3
9907,2926965,0,18.14,27.5,33.4,7
9908,2926965,1,25.13,34.73,36.65,7
9909,2926965,2,29.49,39.63,53.23,7
9910,2926965,3,19.78,31.58,52.08,7
9911,3314484,0,45.82,71.73,87.57,14
9912,3314484,1,68.89,88.19,93.12,14
9913,3314484,2,42.99,67.19,73.46,14
9914,3314484,3,35.82,66.63,78.9,14
9915,2984244,0,21.2,21.2,31.83,3
9916,2984244,1,28.7,28.7,52.29,3
9917,2984244,2,27.81,27.81,66.75,3
9918,2984244,3,26.92,26.92,41.31,3
9919,3200673,0,54.95,54.95,72.66,3
9920,3200673,1,67.87,67.87,90.21,3
9921,3200673,2,64.87,64.87,82.05,3
9922,3200673,3,36.41,36.41,56.65,3
9923,2901461,0,70.67,70.67,86.23,3
9924,2901461,1,82.99,82.99,92.2,3
9925,2901461,2,42.14,42.14,64.45,3
9926,2901461,3,69.94,69.94,82.69,3
9927,3576568,0,19.1,34.7,36.88,14
9928,3576568,1,25.3,37.59,38.9,14
9929,3576568,2,32.79,50.49,58.39,14
9930,3576568,3,20.93,41.48,54.43,14
9931,3109331,0,43.35,43.35,45.81,2
9932,3109331,1,42.84,42.84,83.21,2
9933,3109331,2,30.8,30.8,38.8,2
9934,3109331,3,45.48,45.48,77.81,2
9935,3380102,0,23.37,26.87,31.96,4
9936,3380102,1,50.07,62.31,74.23,4
9937,3380102,2,21.4,27.62,38.01,4
9938,3380102,3,18.02,19.87,22.91,4
9939,3380119,0,2.94,2.94,4.77,2
9940,3380119,1,7.07,7.07,9.6,2
9941,3380119,2,17.78,17.78,21.99,2
9942,3380119,3,4.29,4.29,8.19,2
9943,3297550,0,74.2,94.44,94.57,18
9944,3297550,1,65.41,95.15,96.78,18
9945,3297550,2,73.27,95.27,97.48,18
9946,3297550,3,71.19,92.95,95.14,18
9947,3355558,0,97.01,99.52,99.73,15
9948,3355558,1,75.61,98.15,99.02,15
9949,3355558,2,95.71,99.39,99.51,15
9950,3355558,3,97.58,99.51,99.88,15
9951,3464546,0,18.04,18.04,28.44,2
9952,3464546,1,6.96,6.96,10.76,2
9953,3464546,2,28.54,28.54,38.8,2
9954,3464546,3,29.02,29.02,45.18,2
9955,3427822,0,5.58,5.58,7.62,2
9956,3427822,1,19.49,19.49,38.1,2
9957,3427822,2,13.56,13.56,17.45,2
9958,3427822,3,10.39,10.39,11.38,2
9959,3427828,0,71.36,86.28,88.05,17
9960,3427828,1,75.49,91.79,93.89,17
9961,3427828,2,71.36,95.01,97.43,17
9962,3427828,3,59.59,80.88,87.86,17
9963,3268605,0,32.49,47.76,55.5,11
9964,3268605,1,43.31,53.27,54.32,11
9965,3268605,2,42.93,70.21,77.83,11
9966,3268605,3,28.69,46.25,54.51,11
9967,3325547,0,9.43,11.37,12.24,5
9968,3325547,1,6.2,9.64,12.76,5
9969,3325547,2,30.8,44.26,50.05,5
9970,3325547,3,13.63,18.71,23.9,5
9971,3343215,0,45.62,63.54,77.22,9
9972,3343215,1,50.66,61.57,71.46,9
9973,3343215,2,45.66,70.28,90.41,9
9974,3343215,3,45.41,65.43,72.52,9
9975,3148359,0,28.73,43.32,49.59,10
9976,3148359,1,31.62,54.5,64.43,10
9977,3148359,2,44.12,68.14,81.07,10
9978,3017165,2,35.44,67.88,75.8,11
9979,3017165,3,13.09,22.99,27.68,11
9980,3400089,0,42.91,52.15,56.39,5
9981,3400089,1,38.74,51.4,70.11,5
9982,3400089,2,51.46,72.07,83.48,5
9983,3400089,3,47.91,53.96,64.35,5
9984,3363127,0,36.61,36.61,40.65,2
9985,3363127,1,31.64,31.64,38.49,2
9986,3363127,2,56.4,56.4,59.56,2
9987,3363127,3,37.43,37.43,39.08,2
9988,2752436,0,74.48,95.71,97.36,11
9989,2752436,1,71.84,96.63,97.87,11
9990,2752436,2,72.43,94.87,98.86,11
9991,2752436,3,69.36,95.26,98.97,11
9992,3082174,0,82.68,89.52,90.1,14
9993,3082174,1,80.72,96.62,99.47,14
9994,3082174,2,75.0,87.0,89.54,14
9995,3082174,3,75.56,90.48,92.49,14
9996,3312412,0,8.61,9.95,15.19,4
9997,3312412,1,10.29,12.82,15.44,4
9998,3312412,2,22.1,29.05,40.96,4
9999,3312412,3,14.42,15.45,18.22,4
10000,2897007,0,28.89,45.51,83.63,6
10001,2897007,1,40.88,64.63,80.86,6
10002,2897007,2,35.96,50.26,75.45,6
10003,2897007,3,29.32,43.88,81.22,6
10004,3554551,0,40.14,60.6,64.36,14
10005,3554551,1,41.99,71.69,84.95,14
10006,3554551,2,49.08,76.86,81.66,14
10007,3554551,3,41.29,59.6,65.05,14
10008,3323094,0,6.02,6.02,7.0,2
10009,3323094,1,10.83,10.83,19.36,2
10010,3323094,2,10.59,10.59,16.7,2
10011,3323094,3,3.92,3.92,4.55,2
10012,3292898,0,9.97,15.66,21.81,6
10013,3292898,1,10.0,16.62,23.25,6
10014,3292898,2,26.93,44.72,69.45,6
10015,3292898,3,13.35,21.76,30.85,6
10016,3231019,0,18.32,18.32,24.84,3
10017,3231019,1,16.67,16.67,28.18,3
10018,3231019,2,36.79,36.79,49.8,3
10019,3231019,3,23.83,23.83,29.87,3
10020,3213650,0,47.61,66.35,68.35,16
10021,3213650,1,30.02,50.58,71.53,16
10022,3213650,2,59.59,83.66,92.03,16
10023,3213650,3,58.43,80.97,86.96,16
10024,3485826,0,82.66,86.45,90.87,4
10025,3485826,1,62.36,66.23,84.36,4
10026,3485826,2,78.5,91.43,98.0,4
10027,3485826,3,84.16,87.37,89.12,4
10028,3356561,0,82.69,90.77,92.38,12
10029,3356561,1,76.17,91.48,95.51,12
10030,3356561,2,68.87,91.24,96.75,12
10031,3356561,3,84.22,93.06,93.39,12
10032,3253772,0,46.69,65.78,66.37,17
10033,3253772,1,60.6,89.2,89.93,17
10034,3253772,2,53.03,82.36,88.26,17
10035,3253772,3,34.94,53.8,67.32,17
10036,3318806,0,78.11,93.78,97.62,18
10037,3318806,1,64.94,91.32,94.65,18
10038,3318806,2,66.66,94.6,97.99,18
10039,3318806,3,83.58,92.99,93.21,18
10040,3394796,0,9.92,12.83,14.3,9
10041,3394796,1,12.5,21.64,38.15,9
10042,3394796,2,22.05,39.41,44.95,9
10043,3394796,3,20.99,29.62,34.85,9
10044,3506647,0,53.0,94.03,97.15,15
10045,3506647,1,44.76,92.21,97.37,15
10046,3506647,2,56.97,96.12,98.69,15
10047,3506647,3,56.2,92.24,96.83,15
10048,3377395,0,14.47,14.47,19.9,3
10049,3377395,1,37.26,37.26,52.77,3
10050,3377395,2,11.65,11.65,22.33,3
10051,3377395,3,14.05,14.05,16.88,3
10052,3551908,0,61.1,67.69,73.4,8
10053,3551908,1,82.6,91.59,93.12,8
10054,3551908,2,49.65,77.11,88.35,8
10055,3551908,3,46.78,58.9,64.47,8
10056,3109951,0,61.2,73.92,78.63,13
10057,3109951,1,76.36,89.46,93.72,13
10058,3109951,2,56.54,81.16,85.47,13
10059,3109951,3,49.4,61.68,62.49,13
10060,3132061,0,28.24,28.24,36.47,2
10061,3132061,1,34.26,34.26,45.76,2
10062,3132061,2,34.79,34.79,49.8,2
10063,3132061,3,33.58,33.58,50.19,2
10064,3424663,0,36.84,66.95,72.44,16
10065,3424663,1,44.54,72.29,84.02,16
10066,3424663,2,37.29,74.72,87.42,16
10067,3424663,3,44.14,76.18,77.65,16
10068,3307591,0,54.5,74.23,79.4,14
10069,3307591,1,56.34,78.45,82.5,14
10070,3307591,2,56.85,83.39,89.28,14
10071,3307591,3,52.3,73.54,78.05,14
10072,3340183,0,5.16,8.36,11.39,6
10073,3340183,1,6.24,10.47,16.34,6
10074,3340183,2,18.62,26.1,32.94,6
10075,3340183,3,10.75,17.5,23.62,6
10076,3473471,0,73.48,87.07,95.99,6
10077,3473471,1,82.9,94.64,96.94,6
10078,3473471,2,70.8,88.46,97.22,6
10079,3473471,3,59.9,72.34,82.27,6
10080,2724495,0,19.83,19.83,22.39,2
10081,2724495,1,47.27,47.27,52.15,2
10082,2724495,2,16.28,16.28,23.92,2
10083,2724495,3,12.1,12.1,19.64,2
10084,3335032,0,54.25,76.39,76.84,15
10085,3335032,1,42.26,68.48,77.79,15
10086,3335032,2,60.92,89.93,96.44,15
10087,3335032,3,61.09,78.81,82.69,15
10088,3302837,0,33.75,53.52,66.04,14
10089,3302837,1,41.72,75.43,92.23,14
10090,3302837,2,39.56,65.33,68.77,14
10091,3302837,3,35.15,49.32,53.0,14
10092,3397876,0,91.73,98.01,98.14,13
10093,3397876,1,92.23,98.72,99.09,13
10094,3397876,2,79.02,98.23,98.51,13
10095,3397876,3,82.8,97.46,99.16,13
10096,3147444,0,38.79,38.79,38.8,2
10097,3147444,1,70.59,70.59,73.05,2
10098,3147444,2,56.53,56.53,65.36,2
10099,3147444,3,19.16,19.16,19.96,2
10100,3396764,0,50.52,78.23,83.64,16
10101,3396764,1,60.16,90.23,96.58,16
10102,3396764,2,56.33,80.61,82.64,16
10103,3396764,3,40.75,70.3,78.05,16
10104,2690523,0,81.24,98.64,98.88,15
10105,2690523,1,82.31,96.84,98.36,15
10106,2690523,2,54.35,91.31,97.48,15
10107,2690523,3,86.45,98.1,99.05,15
10108,2732538,0,91.19,97.78,98.41,18
10109,2732538,1,92.05,99.66,99.81,18
10110,2732538,2,77.05,92.47,93.24,18
10111,2732538,3,84.81,96.54,97.17,18
10112,2380849,0,22.8,26.79,30.5,5
10113,2380849,1,32.58,41.31,45.2,5
10114,2380849,2,30.06,35.37,42.92,5
10115,2380849,3,26.08,29.26,40.18,5
10116,2464661,0,46.05,60.96,77.34,6
10117,2464661,1,53.14,70.41,83.95,6
10118,2464661,2,59.86,77.01,83.04,6
10119,2464661,3,37.45,46.55,56.7,6
10120,2720935,0,34.21,39.57,49.59,4
10121,2720935,1,51.31,58.07,82.63,4
10122,2720935,2,39.52,50.87,71.76,4
10123,2720935,3,26.65,35.3,63.48,4
10124,2529014,0,15.7,25.92,39.46,12
10125,2529014,1,25.86,42.02,50.03,12
10126,2529014,2,20.04,35.28,45.13,12
10127,2529014,3,20.23,36.0,45.88,12
10128,2725952,0,63.24,81.26,88.12,7
10129,2725952,1,55.08,75.53,85.49,7
10130,2725952,2,55.14,76.9,83.54,7
10131,2725952,3,70.29,83.42,85.36,7
10132,2293822,0,97.14,97.43,98.09,4
10133,2293822,1,96.28,96.92,97.62,4
10134,2293822,2,91.24,96.04,98.24,4
10135,2293822,3,89.7,91.42,94.99,4
10136,2560962,0,13.05,23.49,27.05,10
10137,2560962,1,13.34,20.29,25.96,10
10138,2560962,2,27.63,57.12,64.1,10
10139,2560962,3,20.3,30.53,45.0,10
10140,2700599,0,90.41,94.01,95.87,6
10141,2700599,1,80.38,91.75,97.36,6
10142,2700599,2,88.49,96.77,99.35,6
10143,2700599,3,84.22,87.71,93.8,6
10144,2547867,0,5.62,5.62,9.89,3
10145,2547867,1,11.29,11.29,19.68,3
10146,2547867,2,12.92,12.92,22.33,3
10147,2547867,3,9.99,9.99,15.04,3
10148,2721921,0,47.91,56.41,57.25,5
10149,2721921,1,77.63,82.81,89.51,5
10150,2721921,2,48.29,60.65,65.36,5
10151,2721921,3,29.8,40.25,47.4,5
10152,2746866,0,16.68,19.7,21.57,5
10153,2746866,1,20.44,29.03,52.18,5
10154,2746866,2,37.43,51.58,66.01,5
10155,2746866,3,19.87,31.79,34.26,5
10156,2472140,0,2.91,2.91,8.22,3
10157,2472140,1,1.68,1.68,3.5,3
10158,2472140,2,17.82,17.82,42.73,3
10159,2472140,3,8.46,8.46,13.14,3
10160,2492590,0,79.96,84.91,87.57,5
10161,2492590,1,84.71,90.39,96.45,5
10162,2492590,2,61.77,76.45,89.85,5
10163,2492590,3,72.22,86.54,91.79,5
10164,2742746,0,51.19,73.6,74.16,18
10165,2742746,1,44.84,76.06,77.03,18
10166,2742746,2,57.83,83.11,85.51,18
10167,2742746,3,55.79,75.42,78.9,18
10168,2402570,0,62.6,62.6,68.24,3
10169,2402570,1,49.5,49.5,54.45,3
10170,2402570,2,45.44,45.44,72.54,3
10171,2402570,3,78.59,78.59,86.29,3
10172,2710725,0,63.32,72.25,74.1,16
10173,2710725,1,70.57,89.08,90.65,16
10174,2710725,2,51.89,77.25,83.48,16
10175,2710725,3,60.58,73.27,75.99,16
10176,2328448,0,62.79,79.68,85.52,5
10177,2328448,1,67.91,86.46,95.05,5
10178,2328448,2,55.97,67.46,77.12,5
10179,2328448,3,57.28,88.11,91.44,5
10180,2025911,0,91.87,97.72,98.64,15
10181,2025911,1,88.3,97.12,98.05,15
10182,2025911,2,75.01,94.52,97.26,15
10183,2025911,3,90.59,98.3,99.82,15
10184,2725730,0,41.1,66.32,70.45,10
10185,2725730,1,46.62,79.59,82.63,10
10186,2725730,2,45.55,74.52,81.07,10
10187,2725730,3,39.19,61.83,70.56,10
10188,2272026,0,85.69,97.45,99.0,17
10189,2272026,1,85.95,98.96,99.65,17
10190,2272026,2,72.29,91.71,93.05,17
10191,2272026,3,79.66,95.89,98.38,17
10192,2272087,0,77.93,77.93,81.42,2
10193,2272087,1,78.53,78.53,84.86,2
10194,2272087,2,65.76,65.76,71.95,2
10195,2272087,3,76.31,76.31,82.0,2
10196,2752298,0,88.84,98.25,99.56,15
10197,2752298,1,74.16,96.13,96.94,15
10198,2752298,2,74.66,98.22,98.71,15
10199,2752298,3,91.69,98.78,99.23,15
10200,2710238,0,40.47,89.6,97.97,12
10201,2710238,1,29.54,93.69,97.62,12
10202,2710238,2,75.11,99.43,99.68,12
10203,2710238,3,37.02,86.53,87.5,12
10204,2781608,0,26.58,32.29,41.2,4
10205,2781608,1,44.55,54.99,69.2,4
10206,2781608,2,43.2,49.21,79.97,4
10207,2781608,3,16.9,19.22,21.49,4
10208,2787826,0,3.01,4.42,4.92,6
10209,2558051,2,19.55,36.27,41.76,9
10210,2558051,3,9.93,15.25,17.93,9
10211,3132139,0,13.35,13.35,15.11,2
10212,3132139,1,24.02,24.02,35.87,2
10213,3132139,2,18.61,18.61,25.6,2
10214,3132139,3,14.11,14.11,26.89,2
10215,3247406,0,81.22,96.3,97.33,8
10216,3247406,1,77.42,96.43,99.85,8
10217,3247406,2,65.91,91.57,97.43,8
10218,3247406,3,81.7,94.52,96.56,8
10219,3074638,0,65.52,81.68,85.59,12
10220,3074638,1,57.33,79.76,95.06,12
10221,3074638,2,48.57,78.49,92.97,12
10222,3074638,3,75.4,84.62,86.97,12
10223,3386503,0,43.64,46.13,57.22,4
10224,3386503,1,64.61,68.54,77.93,4
10225,3386503,2,33.06,37.31,54.61,4
10226,3386503,3,40.3,44.06,53.0,4
10227,3386558,0,31.02,43.28,52.09,10
10228,3386558,1,60.86,81.06,87.56,10
10229,3386558,2,39.87,67.9,74.48,10
10230,3386558,3,16.54,21.94,29.96,10
10231,3075681,0,68.37,68.37,85.23,2
10232,3075681,1,55.16,55.16,74.27,2
10233,3075681,2,85.52,85.52,98.56,2
10234,3075681,3,49.68,49.68,86.22,2
10235,3124944,0,80.2,84.67,85.29,9
10236,3124944,1,59.26,74.8,78.24,9
10237,3124944,2,75.28,93.75,96.32,9
10238,3124944,3,84.43,89.28,91.55,9
10239,3383553,0,80.98,94.93,97.64,15
10240,3383553,1,92.06,98.69,99.39,15
10241,3383553,2,70.52,94.14,98.0,15
10242,3383553,3,64.3,85.99,89.29,15
10243,3383561,0,26.07,26.07,27.72,2
10244,3383561,1,40.23,40.23,50.44,2
10245,3383561,2,39.01,39.01,43.29,2
10246,3383561,3,20.61,20.61,26.23,2
10247,2639777,0,67.35,79.04,81.12,17
10248,2639777,1,61.42,84.14,94.26,17
10249,2639777,2,70.04,94.15,99.22,17
10250,2639777,3,62.77,74.91,75.87,17
10251,3125623,0,26.07,26.07,60.44,3
10252,3125623,1,18.8,18.8,27.71,3
10253,3125623,2,31.06,31.06,85.54,3
