,MODULE_NAME,user_id,question_id,LOD,a.ae_qset_id,seq_no,time_taken,attempted,correct,MARK_OPT
7963,Percentages,2899591,246127,19.3,1207992,6,263,1,0,c
7965,Percentages,3323031,134376,9.1,1207999,1,71,1,1,a
7967,Percentages,3323031,246075,19.1,1207999,3,48,1,1,a
7968,Percentages,3323031,246120,19.3,1207999,4,185,1,1,c
7969,Percentages,3323031,246190,9.3,1207999,5,47,1,1,c
7970,Percentages,3323031,246213,9.2,1207999,6,162,1,1,c
7971,Percentages,3323031,253331,19.1,1207999,7,126,1,1,d
7979,Percentages,3321429,134362,19.1,1207997,1,92,1,1,c
7980,Percentages,3321429,159214,19.1,1207997,2,61,1,1,a
7981,Percentages,3321429,177826,9.3,1207997,3,123,1,1,c
7982,Percentages,3321429,245584,19.3,1207997,4,32,1,1,d
7983,Percentages,3321429,246080,19.3,1207997,5,138,1,1,a
7984,Percentages,3321429,246196,19.1,1207997,6,84,1,1,b
7985,Percentages,3321429,250004,9.3,1207997,7,49,1,1,d
8000,Percentages,3318625,88305,19.3,1207992,1,80,1,1,c
8001,Percentages,3318625,134351,9.1,1207992,2,26,1,1,a
8002,Percentages,3318625,150196,19.1,1207992,3,40,1,1,a
8003,Percentages,3318625,151536,19.1,1207992,4,40,1,1,c
8004,Percentages,3318625,171290,19.4,1207992,5,116,1,1,b
8005,Percentages,3318625,246127,19.3,1207992,6,27,1,1,b
8006,Percentages,3318625,246162,9.2,1207992,7,22,1,1,d
8014,Percentages,3323255,102086,49.6,1208008,1,68,1,0,d
8015,Percentages,3323255,102100,49.5,1208008,2,75,1,0,c
8016,Percentages,3323255,127125,39.5,1208008,3,212,1,1,a
8017,Percentages,3323255,127223,49.4,1208008,4,218,1,1,a
8018,Percentages,3323255,134370,29.5,1208008,5,109,1,1,c
8019,Percentages,3323255,159221,39.2,1208008,6,99,1,1,c
8020,Percentages,3323255,246078,29.2,1208008,7,94,1,1,d
8070,Percentages,1357871,150197,19.1,1207990,1,29,1,1,c
8071,Percentages,1357871,150220,9.1,1207990,2,137,1,1,c
8072,Percentages,1357871,150917,9.1,1207990,3,66,1,1,b
8073,Percentages,1357871,159215,19.1,1207990,4,39,1,0,a
8074,Percentages,1357871,187876,19.1,1207990,5,61,1,1,a
8075,Percentages,1357871,246114,19.3,1207990,6,95,1,1,c
8076,Percentages,1357871,263000,19.3,1207990,7,60,1,1,c
8098,Percentages,3316320,94125,29.1,1208007,1,292,1,0,d
8099,Percentages,3316320,94132,39.1,1208007,2,109,1,1,a
8100,Percentages,3316320,102070,39.4,1208007,3,280,1,1,b
8101,Percentages,3316320,102096,29.3,1208007,4,149,1,1,b
8102,Percentages,3316320,127247,49.5,1208007,5,110,1,0,d
8103,Percentages,3316320,134044,39.4,1208007,6,80,1,0,d
8104,Percentages,3316320,246160,29.4,1208007,7,159,1,0,c
8105,Percentages,2896257,111588,19.1,1207998,1,72,1,1,d
8106,Percentages,2896257,126251,9.3,1207998,2,171,1,0,c
8107,Percentages,2896257,134372,9.2,1207998,3,309,1,0,c
8108,Percentages,2896257,244718,9.1,1207998,4,80,1,1,b
8109,Percentages,2896257,246069,19.1,1207998,5,73,1,1,c
8110,Percentages,2896257,246778,9.3,1207998,6,248,1,1,a
8111,Percentages,2896257,248317,9.2,1207998,7,23,1,0,a
8112,Percentages,3389171,150197,19.1,1207990,1,14,1,1,c
8113,Percentages,3389171,150220,9.1,1207990,2,429,1,0,b
8114,Percentages,3389171,150917,9.1,1207990,3,118,1,1,b
8115,Percentages,3389171,159215,19.1,1207990,4,70,1,1,d
8116,Percentages,3389171,187876,19.1,1207990,5,124,1,1,a
8117,Percentages,3389171,246114,19.3,1207990,6,349,1,1,c
8118,Percentages,3389171,263000,19.3,1207990,7,43,1,1,c
8133,Percentages,2896257,115881,19.1,1207994,1,267,1,1,a
8134,Percentages,2896257,127327,1.0,1207994,2,116,1,1,b
8135,Percentages,2896257,150218,9.1,1207994,3,61,1,1,d
8136,Percentages,2896257,224757,9.1,1207994,4,182,1,1,d
8137,Percentages,2896257,245146,19.2,1207994,5,69,1,1,b
8139,Percentages,2896257,246210,9.1,1207994,7,53,1,1,c
8154,Percentages,3323031,150197,19.1,1207990,1,216,1,1,c
8155,Percentages,3323031,150220,9.1,1207990,2,82,1,1,c
8156,Percentages,3323031,150917,9.1,1207990,3,183,1,1,b
8157,Percentages,3323031,159215,19.1,1207990,4,86,1,1,d
8158,Percentages,3323031,187876,19.1,1207990,5,190,1,0,b
8159,Percentages,3323031,246114,19.3,1207990,6,173,1,0,a
8160,Percentages,3323031,263000,19.3,1207990,7,164,1,1,c
8168,Percentages,3389171,159214,19.1,1207997,2,364,1,0,c
8169,Percentages,3389171,177826,9.3,1207997,3,183,1,1,c
8170,Percentages,3389171,245584,19.3,1207997,4,53,1,1,d
8171,Percentages,3389171,246080,19.3,1207997,5,25,1,0,b
8172,Percentages,3389171,246196,19.1,1207997,6,133,1,1,b
8173,Percentages,3389171,250004,9.3,1207997,7,143,1,0,c
8174,Percentages,3389171,134362,19.1,1207997,1,49,1,1,c
8211,Percentages,3237526,245432,9.2,1207999,2,83,1,0,c
8212,Percentages,3237526,246075,19.1,1207999,3,62,1,1,a
8213,Percentages,3237526,246120,19.3,1207999,4,145,1,1,c
8214,Percentages,3237526,246190,9.3,1207999,5,127,1,1,c
8215,Percentages,3237526,246213,9.2,1207999,6,270,1,1,c
8216,Percentages,3237526,253331,19.1,1207999,7,264,1,1,d
8259,Percentages,3318625,150197,19.1,1207990,1,18,1,1,c
8260,Percentages,3318625,150220,9.1,1207990,2,45,1,1,c
8261,Percentages,3318625,150917,9.1,1207990,3,20,1,1,b
8262,Percentages,3318625,159215,19.1,1207990,4,41,1,1,d
8263,Percentages,3318625,187876,19.1,1207990,5,43,1,1,a
8264,Percentages,3318625,246114,19.3,1207990,6,69,1,1,c
8265,Percentages,3318625,263000,19.3,1207990,7,23,1,1,c
8295,Percentages,3389171,88305,19.3,1207992,1,189,1,1,c
8296,Percentages,3389171,134351,9.1,1207992,2,20,1,1,a
8297,Percentages,3389171,150196,19.1,1207992,3,34,1,1,a
8298,Percentages,3389171,151536,19.1,1207992,4,39,1,1,c
8299,Percentages,3389171,171290,19.4,1207992,5,323,1,1,b
8300,Percentages,3389171,246127,19.3,1207992,6,294,1,1,b
8301,Percentages,3389171,246162,9.2,1207992,7,33,1,1,d
8323,Percentages,3237526,115883,19.1,1207995,1,174,1,1,c
8324,Percentages,3237526,159220,19.1,1207995,2,15,1,1,b
8325,Percentages,3237526,243596,9.2,1207995,3,44,1,1,b
8326,Percentages,3237526,246076,19.3,1207995,4,167,1,0,d
8327,Percentages,3237526,246707,9.1,1207995,5,28,1,1,d
8328,Percentages,3237526,248140,9.4,1207995,6,140,1,1,b
8329,Percentages,3237526,249303,9.3,1207995,7,346,1,1,c
8346,Percentages,2858081,115883,19.1,1207995,1,199,1,0,a
8347,Percentages,2858081,159220,19.1,1207995,2,83,1,1,b
8348,Percentages,2858081,243596,9.2,1207995,3,29,1,1,b
8349,Percentages,2858081,246076,19.3,1207995,4,106,1,1,b
8350,Percentages,2858081,246707,9.1,1207995,5,33,1,1,d
8351,Percentages,2858081,248140,9.4,1207995,6,109,1,0,a
8352,Percentages,2858081,249303,9.3,1207995,7,170,1,1,c
8360,Percentages,3389171,115883,19.1,1207995,1,20,1,1,c
8362,Percentages,3389171,243596,9.2,1207995,3,134,1,1,b
8363,Percentages,3389171,246076,19.3,1207995,4,29,1,0,d
8364,Percentages,3389171,246707,9.1,1207995,5,169,1,1,d
8365,Percentages,3389171,248140,9.4,1207995,6,74,1,1,b
8366,Percentages,3389171,249303,9.3,1207995,7,267,1,0,a
8378,Percentages,2899591,150197,19.1,1207990,1,197,1,1,c
8379,Percentages,2899591,150220,9.1,1207990,2,381,1,1,c
8380,Percentages,2899591,150917,9.1,1207990,3,50,1,1,b
8381,Percentages,2899591,159215,19.1,1207990,4,130,1,1,d
8382,Percentages,2899591,187876,19.1,1207990,5,275,1,1,a
8383,Percentages,2899591,246114,19.3,1207990,6,167,1,1,c
8395,Percentages,2992631,134357,19.2,1207991,1,150,1,1,d
8396,Percentages,2992631,134360,19.2,1207991,2,35,1,1,a
8397,Percentages,2992631,134361,19.1,1207991,3,29,1,1,c
8398,Percentages,2992631,150940,19.2,1207991,4,89,1,1,d
8399,Percentages,2992631,159225,19.1,1207991,5,165,1,1,c
8400,Percentages,2992631,187873,9.3,1207991,6,88,1,1,a
8401,Percentages,2992631,246074,19.2,1207991,7,210,1,1,c
8402,Percentages,2785340,134349,9.3,1207989,1,100,1,1,c
8403,Percentages,2785340,134366,9.3,1207989,2,147,1,0,d
8404,Percentages,2785340,226897,19.2,1207989,3,144,1,1,d
8405,Percentages,2785340,246071,9.1,1207989,4,39,1,1,a
8406,Percentages,2785340,246128,19.2,1207989,5,224,1,0,b
8407,Percentages,2785340,246166,19.1,1207989,6,86,1,1,d
8408,Percentages,2785340,246788,19.1,1207989,7,187,1,1,c
8420,Percentages,3318625,246196,19.1,1207997,6,34,1,1,b
8421,Percentages,3318625,250004,9.3,1207997,7,59,1,1,d
8423,Percentages,3456817,94127,19.1,1208003,1,200,1,1,b
8424,Percentages,3456817,111587,19.0,1208003,2,59,1,1,d
8425,Percentages,3456817,134375,19.2,1208003,3,136,1,1,c
8426,Percentages,3456817,153983,19.4,1208003,4,479,1,0,c
8427,Percentages,3456817,187875,9.3,1208003,5,148,1,1,b
8428,Percentages,3456817,243594,19.1,1208003,6,82,1,1,c
8429,Percentages,3456817,245141,9.1,1208003,7,43,1,1,d
8434,Percentages,2451315,134362,19.1,1207997,1,76,1,1,c
8435,Percentages,2451315,159214,19.1,1207997,2,74,1,1,a
8436,Percentages,2451315,177826,9.3,1207997,3,27,1,1,c
8437,Percentages,2451315,245584,19.3,1207997,4,33,1,1,d
8438,Percentages,2451315,246080,19.3,1207997,5,22,1,1,a
8439,Percentages,2451315,246196,19.1,1207997,6,170,1,1,b
8440,Percentages,2451315,250004,9.3,1207997,7,100,1,0,c
8455,Percentages,3316320,88303,39.4,1208005,1,170,1,1,a
8456,Percentages,3316320,121662,29.4,1208005,2,147,1,0,e
8457,Percentages,3316320,127226,39.4,1208005,3,169,1,1,a
8458,Percentages,3316320,127234,39.5,1208005,4,165,1,1,c
8459,Percentages,3316320,177828,29.4,1208005,5,121,1,0,a
8460,Percentages,3316320,246117,29.3,1208005,6,157,1,1,a
8461,Percentages,3316320,246119,39.4,1208005,7,154,1,1,a
8462,Percentages,3323031,126251,9.3,1207998,2,161,1,1,a
8463,Percentages,3323031,134372,9.2,1207998,3,109,1,1,b
8464,Percentages,3323031,244718,9.1,1207998,4,86,1,1,b
8465,Percentages,3323031,246069,19.1,1207998,5,98,1,0,d
8466,Percentages,3323031,246778,9.3,1207998,6,135,1,0,d
8467,Percentages,3323031,111588,19.1,1207998,1,46,1,1,d
8468,Percentages,3323031,248317,9.2,1207998,7,151,1,1,d
8470,Percentages,3389171,121659,9.4,1208004,2,116,1,0,b
8471,Percentages,3389171,159223,19.1,1208004,3,66,1,1,a
8472,Percentages,3389171,245561,9.2,1208004,4,88,1,1,d
8473,Percentages,3389171,246123,19.3,1208004,5,47,1,0,b
8474,Percentages,3389171,246124,19.1,1208004,6,22,1,1,b
8475,Percentages,3389171,246718,9.2,1208004,7,26,1,1,a
8476,Percentages,2899591,134362,19.1,1207997,1,134,1,1,c
8477,Percentages,2899591,159214,19.1,1207997,2,140,1,1,a
8478,Percentages,2899591,177826,9.3,1207997,3,127,1,1,c
8479,Percentages,2899591,245584,19.3,1207997,4,100,1,1,d
8480,Percentages,2899591,246080,19.3,1207997,5,87,1,1,a
8481,Percentages,2899591,246196,19.1,1207997,6,328,1,1,b
8482,Percentages,2899591,250004,9.3,1207997,7,272,1,1,d
8504,Percentages,3230483,94133,49.3,1208006,1,268,1,0,b
8505,Percentages,3230483,111563,29.5,1208006,2,43,1,0,d
8506,Percentages,3230483,115882,29.1,1208006,3,55,1,1,b
8507,Percentages,3230483,153969,1.0,1208006,4,95,1,1,a
8508,Percentages,3230483,245570,29.4,1208006,5,41,1,0,a
8509,Percentages,3230483,246073,39.5,1208006,6,14,1,1,b
8510,Percentages,3230483,246079,29.3,1208006,7,88,1,1,b
8540,Percentages,3318625,94134,39.4,1208009,2,62,1,1,a
8555,Percentages,3321429,88303,39.4,1208005,1,108,1,0,e
8556,Percentages,3321429,121662,29.4,1208005,2,542,1,1,c
8557,Percentages,3321429,127226,39.4,1208005,3,143,1,0,d
8558,Percentages,3321429,127234,39.5,1208005,4,27,1,0,d
8559,Percentages,3321429,177828,29.4,1208005,5,79,1,1,b
8560,Percentages,3321429,246117,29.3,1208005,6,141,1,1,a
8561,Percentages,3321429,246119,39.4,1208005,7,160,0,0,x
8562,Percentages,3318625,88304,1.0,1208011,1,109,1,0,a
8563,Percentages,3318625,121657,29.3,1208011,2,59,1,1,e
8564,Percentages,3318625,134352,39.2,1208011,3,48,1,1,b
8565,Percentages,3318625,134365,39.5,1208011,4,298,1,1,b
8566,Percentages,3318625,245500,29.4,1208011,5,129,1,1,a
8567,Percentages,3318625,246077,29.3,1208011,6,20,1,1,d
8568,Percentages,3318625,246121,39.5,1208011,7,157,1,0,a
8576,Percentages,3318625,102083,29.4,1208009,3,126,1,1,c
8577,Percentages,3318625,134353,29.3,1208009,4,116,1,1,b
8578,Percentages,3318625,134356,29.5,1208009,5,23,1,1,b
8579,Percentages,3318625,151541,29.4,1208009,6,27,1,1,a
8580,Percentages,3318625,151547,39.4,1208009,7,111,1,1,b
8637,Percentages,3318625,94133,49.3,1208006,1,367,1,1,d
8638,Percentages,3318625,111563,29.5,1208006,2,64,1,1,c
8639,Percentages,3318625,115882,29.1,1208006,3,23,1,1,b
8640,Percentages,3318625,153969,1.0,1208006,4,93,1,1,a
8641,Percentages,3318625,245570,29.4,1208006,5,49,1,1,b
8643,Percentages,3318625,246079,29.3,1208006,7,80,1,1,b
8665,Percentages,3348970,150197,19.1,1207990,1,99,1,0,d
8666,Percentages,3348970,150220,9.1,1207990,2,287,1,0,a
8667,Percentages,3348970,150917,9.1,1207990,3,37,1,1,b
8668,Percentages,3348970,159215,19.1,1207990,4,69,1,1,d
8669,Percentages,3348970,187876,19.1,1207990,5,43,1,1,a
8670,Percentages,3348970,246114,19.3,1207990,6,186,1,1,c
8671,Percentages,3348970,263000,19.3,1207990,7,36,1,1,c
8714,Percentages,3348970,94127,19.1,1208003,1,71,1,1,b
8715,Percentages,3348970,111587,19.0,1208003,2,54,1,1,d
8716,Percentages,3348970,134375,19.2,1208003,3,78,1,1,c
8717,Percentages,3348970,153983,19.4,1208003,4,105,1,1,b
8718,Percentages,3348970,187875,9.3,1208003,5,56,1,1,b
8719,Percentages,3348970,243594,19.1,1208003,6,48,1,1,c
8720,Percentages,3348970,245141,9.1,1208003,7,39,1,1,d
8721,Percentages,2880250,94137,19.1,1208002,1,54,1,0,d
8722,Percentages,2880250,111561,9.1,1208002,2,98,1,1,c
8723,Percentages,2880250,121655,19.3,1208002,3,95,1,1,d
8724,Percentages,2880250,151553,19.3,1208002,4,312,1,1,d
8725,Percentages,2880250,246161,19.1,1208002,5,463,1,1,c
8726,Percentages,2880250,249304,9.3,1208002,6,122,1,1,a
8727,Percentages,2880250,250746,9.2,1208002,7,56,1,0,c
8756,Percentages,3318625,94127,19.1,1208003,1,73,1,1,b
8757,Percentages,3318625,111587,19.0,1208003,2,19,1,1,d
8758,Percentages,3318625,134375,19.2,1208003,3,37,1,1,c
8759,Percentages,3318625,153983,19.4,1208003,4,185,1,0,a
8760,Percentages,3318625,187875,9.3,1208003,5,25,1,1,b
8761,Percentages,3318625,243594,19.1,1208003,6,35,1,1,c
8762,Percentages,3318625,245141,9.1,1208003,7,38,1,1,d
8763,Percentages,3312860,94137,19.1,1208002,1,39,1,1,b
8764,Percentages,3312860,111561,9.1,1208002,2,75,1,0,b
8765,Percentages,3312860,121655,19.3,1208002,3,53,1,1,d
8766,Percentages,3312860,151553,19.3,1208002,4,165,1,1,d
8767,Percentages,3312860,246161,19.1,1208002,5,93,1,1,c
8768,Percentages,3312860,249304,9.3,1208002,6,47,1,1,a
8769,Percentages,3312860,250746,9.2,1208002,7,33,1,1,d
8804,Percentages,3049445,127234,39.5,1208005,4,32,1,0,b
8805,Percentages,3049445,177828,29.4,1208005,5,41,1,1,b
8806,Percentages,3049445,246117,29.3,1208005,6,147,1,1,a
8811,Percentages,3323892,94131,19.2,1208000,1,64,1,1,c
8812,Percentages,3323892,102067,9.3,1208000,2,419,1,0,d
8813,Percentages,3323892,121656,9.2,1208000,3,36,1,1,c
8814,Percentages,3323892,121661,19.3,1208000,4,47,1,1,e
8815,Percentages,3323892,127363,9.3,1208000,5,68,1,1,d
8816,Percentages,3323892,134358,9.4,1208000,6,88,1,1,d
8817,Percentages,3323892,150938,19.1,1208000,7,90,1,0,b
8818,Percentages,2989771,94127,19.1,1208003,1,259,1,1,b
8819,Percentages,2989771,111587,19.0,1208003,2,46,1,1,d
8820,Percentages,2989771,134375,19.2,1208003,3,392,1,0,d
8821,Percentages,2989771,153983,19.4,1208003,4,213,1,1,b
8822,Percentages,2989771,187875,9.3,1208003,5,171,1,0,a
8823,Percentages,2989771,243594,19.1,1208003,6,73,1,1,c
8824,Percentages,2989771,245141,9.1,1208003,7,46,1,1,d
8839,Percentages,3348970,88305,19.3,1207992,1,129,1,1,c
8840,Percentages,3348970,134351,9.1,1207992,2,60,1,1,a
8841,Percentages,3348970,150196,19.1,1207992,3,46,1,1,a
8842,Percentages,3348970,151536,19.1,1207992,4,144,1,1,c
8843,Percentages,3348970,171290,19.4,1207992,5,113,1,1,b
8844,Percentages,3348970,246127,19.3,1207992,6,81,1,1,b
8845,Percentages,3348970,246162,9.2,1207992,7,50,1,1,d
8846,Percentages,3049445,246119,39.4,1208005,7,175,1,1,a
8847,Percentages,2880250,134362,19.1,1207997,1,151,1,1,c
8848,Percentages,2880250,159214,19.1,1207997,2,110,1,1,a
8849,Percentages,2880250,177826,9.3,1207997,3,56,1,0,b
8850,Percentages,2880250,245584,19.3,1207997,4,170,1,1,d
8851,Percentages,2880250,246080,19.3,1207997,5,55,1,0,b
8852,Percentages,2880250,246196,19.1,1207997,6,69,1,1,b
8853,Percentages,2880250,250004,9.3,1207997,7,186,1,1,d
8924,Percentages,2975336,88303,39.4,1208005,1,76,1,1,a
8925,Percentages,2975336,121662,29.4,1208005,2,395,1,1,c
8926,Percentages,2975336,127226,39.4,1208005,3,177,1,1,a
8927,Percentages,2975336,127234,39.5,1208005,4,296,1,1,c
8928,Percentages,2975336,177828,29.4,1208005,5,256,1,0,d
8953,Percentages,3318625,134357,19.2,1207991,1,30,1,1,d
8954,Percentages,3318625,134360,19.2,1207991,2,17,1,1,a
8955,Percentages,3318625,134361,19.1,1207991,3,53,1,0,a
8956,Percentages,3318625,150940,19.2,1207991,4,27,1,1,d
8957,Percentages,3318625,159225,19.1,1207991,5,55,1,1,c
8958,Percentages,3318625,187873,9.3,1207991,6,48,1,1,a
8959,Percentages,3318625,246074,19.2,1207991,7,194,1,1,c
8960,Percentages,3230483,88304,1.0,1208011,1,177,1,1,d
8961,Percentages,3230483,121657,29.3,1208011,2,236,1,1,e
8962,Percentages,3230483,134352,39.2,1208011,3,46,1,1,b
8963,Percentages,3230483,134365,39.5,1208011,4,449,1,1,b
8964,Percentages,3230483,245500,29.4,1208011,5,219,1,0,b
8965,Percentages,3230483,246077,29.3,1208011,6,29,1,1,d
8966,Percentages,3230483,246121,39.5,1208011,7,44,1,0,d
8967,Percentages,2739094,127236,19.3,1207996,1,124,1,0,e
8968,Percentages,2739094,134363,19.0,1207996,2,31,1,1,a
8969,Percentages,2739094,153964,19.1,1207996,3,67,1,1,c
8970,Percentages,2739094,159219,19.2,1207996,4,48,1,0,d
8971,Percentages,2739094,224752,9.1,1207996,5,36,1,1,d
8972,Percentages,2739094,227532,19.3,1207996,6,96,1,1,c
8973,Percentages,2739094,246189,19.1,1207996,7,101,1,1,d
8981,Percentages,3049445,134351,9.1,1207992,2,85,1,0,b
8982,Percentages,3049445,150196,19.1,1207992,3,15,1,1,a
8983,Percentages,3049445,151536,19.1,1207992,4,77,1,1,c
8984,Percentages,3049445,171290,19.4,1207992,5,13,1,1,b
8987,Percentages,3348970,134362,19.1,1207997,1,51,1,1,c
8988,Percentages,3348970,159214,19.1,1207997,2,87,1,1,a
8989,Percentages,3348970,177826,9.3,1207997,3,98,1,1,c
8990,Percentages,3348970,245584,19.3,1207997,4,58,1,0,a
8991,Percentages,3348970,246080,19.3,1207997,5,18,1,0,b
8992,Percentages,3348970,246196,19.1,1207997,6,40,1,1,b
8993,Percentages,3348970,250004,9.3,1207997,7,55,1,1,d
8994,Percentages,3485325,134376,9.1,1207999,1,62,1,1,a
8995,Percentages,3485325,245432,9.2,1207999,2,19,1,1,a
8996,Percentages,3485325,246075,19.1,1207999,3,22,1,1,a
8997,Percentages,3485325,246120,19.3,1207999,4,122,1,1,c
8998,Percentages,3485325,246190,9.3,1207999,5,90,1,0,b
8999,Percentages,3485325,246213,9.2,1207999,6,142,1,1,c
9000,Percentages,3485325,253331,19.1,1207999,7,126,1,1,d
9011,Percentages,3230483,134353,29.3,1208009,4,28,1,0,a
9012,Percentages,3230483,134356,29.5,1208009,5,34,1,0,c
9013,Percentages,3230483,151541,29.4,1208009,6,61,1,1,a
9014,Percentages,3230483,151547,39.4,1208009,7,99,1,1,b
9036,Percentages,3312860,127236,19.3,1207996,1,114,1,1,a
9037,Percentages,3312860,134363,19.0,1207996,2,12,1,1,a
9038,Percentages,3312860,153964,19.1,1207996,3,48,1,1,c
9039,Percentages,3312860,159219,19.2,1207996,4,37,1,1,c
9040,Percentages,3312860,224752,9.1,1207996,5,55,1,1,d
9041,Percentages,3312860,227532,19.3,1207996,6,50,1,0,d
9042,Percentages,3312860,246189,19.1,1207996,7,45,1,1,d
9057,Percentages,3318625,127236,19.3,1207996,1,49,1,1,a
9058,Percentages,3318625,134363,19.0,1207996,2,25,1,1,a
9059,Percentages,3318625,153964,19.1,1207996,3,54,1,1,c
9060,Percentages,3318625,159219,19.2,1207996,4,29,1,1,c
9061,Percentages,3318625,224752,9.1,1207996,5,65,1,1,d
9062,Percentages,3318625,227532,19.3,1207996,6,85,1,1,c
9063,Percentages,3318625,246189,19.1,1207996,7,51,1,1,d
9099,Percentages,2989771,134360,19.2,1207991,2,103,1,0,c
9100,Percentages,2989771,134361,19.1,1207991,3,115,1,1,c
9101,Percentages,2989771,150940,19.2,1207991,4,125,1,1,d
9102,Percentages,2989771,159225,19.1,1207991,5,86,1,1,c
9103,Percentages,2989771,187873,9.3,1207991,6,65,1,0,b
9104,Percentages,2989771,246074,19.2,1207991,7,225,1,0,d
9105,Percentages,2989771,134357,19.2,1207991,1,184,1,1,d
9120,Percentages,3049445,150197,19.1,1207990,1,62,1,1,c
9121,Percentages,3049445,150220,9.1,1207990,2,58,1,1,c
9122,Percentages,3049445,150917,9.1,1207990,3,30,1,1,b
9123,Percentages,3049445,159215,19.1,1207990,4,61,1,1,d
9124,Percentages,3049445,187876,19.1,1207990,5,64,1,1,a
9125,Percentages,3049445,246114,19.3,1207990,6,123,1,1,c
9126,Percentages,3049445,263000,19.3,1207990,7,43,1,1,c
9139,Percentages,2896257,134376,9.1,1207999,1,74,1,1,a
9140,Percentages,2896257,245432,9.2,1207999,2,13,1,1,a
9141,Percentages,2896257,246075,19.1,1207999,3,47,1,1,a
9142,Percentages,2896257,246120,19.3,1207999,4,190,1,1,c
9143,Percentages,2896257,246190,9.3,1207999,5,48,1,1,c
9144,Percentages,2896257,246213,9.2,1207999,6,170,1,0,d
9145,Percentages,2896257,253331,19.1,1207999,7,181,1,0,b
9183,Percentages,1357871,88304,1.0,1208011,1,140,1,0,a
9184,Percentages,1357871,121657,29.3,1208011,2,395,1,1,e
9185,Percentages,1357871,134352,39.2,1208011,3,104,1,0,d
9186,Percentages,1357871,134365,39.5,1208011,4,183,1,1,b
9187,Percentages,1357871,245500,29.4,1208011,5,165,1,0,b
9188,Percentages,1357871,246077,29.3,1208011,6,57,1,1,d
9189,Percentages,1357871,246121,39.5,1208011,7,89,1,0,d
9211,Percentages,2707557,111588,19.1,1207998,1,47,1,1,d
9212,Percentages,2707557,126251,9.3,1207998,2,114,1,1,a
9213,Percentages,2707557,134372,9.2,1207998,3,36,1,1,b
9214,Percentages,2707557,244718,9.1,1207998,4,27,1,1,b
9215,Percentages,2707557,246069,19.1,1207998,5,74,1,1,c
9216,Percentages,2707557,246778,9.3,1207998,6,303,1,0,c
9217,Percentages,2707557,248317,9.2,1207998,7,16,1,1,d
9267,Percentages,3117101,94128,29.1,1208009,1,62,1,1,d
9268,Percentages,3117101,94134,39.4,1208009,2,168,1,1,a
9269,Percentages,3117101,102083,29.4,1208009,3,176,1,1,c
9270,Percentages,3117101,134353,29.3,1208009,4,222,1,0,d
9271,Percentages,3117101,134356,29.5,1208009,5,24,1,1,b
9272,Percentages,3117101,151541,29.4,1208009,6,63,1,1,a
9273,Percentages,3117101,151547,39.4,1208009,7,245,1,1,b
9302,Percentages,3348970,127236,19.3,1207996,1,433,1,0,c
9303,Percentages,3348970,134363,19.0,1207996,2,37,1,1,a
9304,Percentages,3348970,153964,19.1,1207996,3,82,1,1,c
9305,Percentages,3348970,159219,19.2,1207996,4,48,1,1,c
9306,Percentages,3348970,224752,9.1,1207996,5,108,1,1,d
9307,Percentages,3348970,227532,19.3,1207996,6,60,1,1,c
9308,Percentages,3348970,246189,19.1,1207996,7,78,1,0,c
9309,Percentages,3348970,94128,29.1,1208009,1,11,1,1,d
9310,Percentages,3348970,94134,39.4,1208009,2,71,1,1,a
9311,Percentages,3348970,102083,29.4,1208009,3,201,1,1,c
9312,Percentages,3348970,134353,29.3,1208009,4,63,1,1,b
9313,Percentages,3348970,134356,29.5,1208009,5,42,1,0,c
9314,Percentages,3348970,151541,29.4,1208009,6,173,1,1,a
9315,Percentages,3348970,151547,39.4,1208009,7,134,1,1,b
9344,Percentages,3358952,94124,19.2,1207993,1,46,1,0,b
9345,Percentages,3358952,94130,19.1,1207993,2,40,1,1,a
9346,Percentages,3358952,121663,9.1,1207993,3,212,1,0,a
9347,Percentages,3358952,127316,19.3,1207993,4,23,1,0,c
9348,Percentages,3358952,134368,19.2,1207993,5,258,1,0,a
9349,Percentages,3358952,159217,19.0,1207993,6,43,1,1,a
9350,Percentages,3358952,246082,9.1,1207993,7,68,1,1,c
9358,Percentages,3358952,94129,19.1,1208004,1,82,1,0,a
9359,Percentages,3358952,121659,9.4,1208004,2,16,1,0,c
9360,Percentages,3358952,159223,19.1,1208004,3,85,1,1,a
9361,Percentages,3358952,245561,9.2,1208004,4,62,1,0,a
9362,Percentages,3358952,246123,19.3,1208004,5,134,1,1,d
9363,Percentages,3358952,246124,19.1,1208004,6,128,1,1,b
9364,Percentages,3358952,246718,9.2,1208004,7,74,1,0,c
9372,Percentages,3049445,94125,29.1,1208007,1,27,1,1,c
9375,Percentages,3049445,102096,29.3,1208007,4,122,1,1,b
9376,Percentages,3049445,127247,49.5,1208007,5,299,1,0,d
9377,Percentages,3049445,134044,39.4,1208007,6,212,1,1,a
9378,Percentages,3049445,246160,29.4,1208007,7,84,1,1,a
9379,Percentages,3348970,134357,19.2,1207991,1,168,1,1,d
9380,Percentages,3348970,134360,19.2,1207991,2,56,1,1,a
9381,Percentages,3348970,134361,19.1,1207991,3,55,1,1,c
9382,Percentages,3348970,150940,19.2,1207991,4,90,1,1,d
9383,Percentages,3348970,159225,19.1,1207991,5,74,1,1,c
9384,Percentages,3348970,187873,9.3,1207991,6,60,1,1,a
