,MODULE_NAME,user_id,question_id,LOD,a.ae_qset_id,seq_no,time_taken,attempted,correct,MARK_OPT
5365,Percentages,3282583,102070,39.4,1208007,3,140,1,1,b
5366,Percentages,3282583,102096,29.3,1208007,4,60,1,1,b
5367,Percentages,3282583,127247,49.5,1208007,5,144,1,1,a
5368,Percentages,3282583,134044,39.4,1208007,6,437,1,1,a
5369,Percentages,3282583,246160,29.4,1208007,7,16,1,1,a
5377,Percentages,3282583,94126,29.2,1208010,1,206,1,1,c
5438,Percentages,1875189,115881,19.1,1207994,1,57,1,1,a
5439,Percentages,1875189,127327,1.0,1207994,2,76,1,1,b
5440,Percentages,1875189,150218,9.1,1207994,3,80,1,1,d
5441,Percentages,1875189,224757,9.1,1207994,4,61,1,1,d
5442,Percentages,1875189,245146,19.2,1207994,5,104,1,1,b
5444,Percentages,1875189,246210,9.1,1207994,7,47,1,1,c
5445,Percentages,2555378,111562,9.1,1208001,1,31,1,1,a
5446,Percentages,2555378,127220,19.3,1208001,2,37,1,1,e
5447,Percentages,2555378,134355,9.2,1208001,3,34,1,1,a
5448,Percentages,2555378,150939,19.2,1208001,4,14,1,1,c
5449,Percentages,2555378,159216,19.0,1208001,5,28,1,1,b
5450,Percentages,2555378,159224,19.1,1208001,6,62,1,1,a
5451,Percentages,2555378,171291,9.3,1208001,7,70,1,1,d
5457,Percentages,3282583,226337,51.5,1208012,6,57,1,1,a
5458,Percentages,3282583,245328,51.6,1208012,7,649,1,0,c
5487,Percentages,2968717,111562,9.1,1208001,1,78,1,1,a
5488,Percentages,2968717,127220,19.3,1208001,2,17,1,0,c
5489,Percentages,2968717,134355,9.2,1208001,3,48,1,1,a
5490,Percentages,2968717,150939,19.2,1208001,4,36,1,1,c
5491,Percentages,2968717,159216,19.0,1208001,5,63,1,1,b
5492,Percentages,2968717,159224,19.1,1208001,6,66,1,1,a
5493,Percentages,2968717,171291,9.3,1208001,7,102,1,1,d
5539,Percentages,3137160,150197,19.1,1207990,1,23,1,1,c
5540,Percentages,3137160,150220,9.1,1207990,2,59,1,1,c
5541,Percentages,3137160,150917,9.1,1207990,3,52,1,1,b
5542,Percentages,3137160,159215,19.1,1207990,4,47,1,1,d
5543,Percentages,3137160,187876,19.1,1207990,5,68,1,1,a
5544,Percentages,3137160,246114,19.3,1207990,6,70,1,1,c
5545,Percentages,3137160,263000,19.3,1207990,7,33,1,1,c
5573,Percentages,3272291,115883,19.1,1207995,1,43,1,1,c
5574,Percentages,3272291,159220,19.1,1207995,2,25,1,1,b
5575,Percentages,3272291,243596,9.2,1207995,3,88,1,1,b
5576,Percentages,3272291,246076,19.3,1207995,4,41,1,1,b
5577,Percentages,3272291,246707,9.1,1207995,5,138,1,1,d
5578,Percentages,3272291,248140,9.4,1207995,6,296,1,0,d
5579,Percentages,3272291,249303,9.3,1207995,7,119,1,1,c
5615,Percentages,3282583,102086,49.6,1208008,1,82,1,1,e
5616,Percentages,3282583,102100,49.5,1208008,2,189,1,1,d
5617,Percentages,3282583,127125,39.5,1208008,3,410,1,0,d
5618,Percentages,3282583,127223,49.4,1208008,4,47,1,1,a
5619,Percentages,3282583,134370,29.5,1208008,5,62,1,1,c
5620,Percentages,3282583,159221,39.2,1208008,6,58,1,1,c
5621,Percentages,3282583,246078,29.2,1208008,7,52,1,1,d
5734,Percentages,3485596,115881,19.1,1207994,1,82,1,1,a
5735,Percentages,3485596,127327,1.0,1207994,2,111,1,1,b
5736,Percentages,3485596,150218,9.1,1207994,3,35,1,1,d
5737,Percentages,3485596,224757,9.1,1207994,4,272,1,0,a
5738,Percentages,3485596,245146,19.2,1207994,5,88,1,1,b
5740,Percentages,3485596,246210,9.1,1207994,7,86,1,1,c
5762,Percentages,3485596,111588,19.1,1207998,1,49,1,1,d
5763,Percentages,3485596,126251,9.3,1207998,2,76,1,1,a
5764,Percentages,3485596,134372,9.2,1207998,3,114,1,0,d
5765,Percentages,3485596,244718,9.1,1207998,4,26,1,1,b
5766,Percentages,3485596,246069,19.1,1207998,5,111,1,0,d
5767,Percentages,3485596,246778,9.3,1207998,6,149,1,1,a
5768,Percentages,3485596,248317,9.2,1207998,7,36,1,1,d
6051,Percentages,2968717,134366,9.3,1207989,2,42,1,1,c
6052,Percentages,2968717,226897,19.2,1207989,3,39,1,1,d
6053,Percentages,2968717,246071,9.1,1207989,4,45,1,1,a
6054,Percentages,2968717,246128,19.2,1207989,5,182,1,1,c
6055,Percentages,2968717,246166,19.1,1207989,6,251,1,1,d
6056,Percentages,2968717,246788,19.1,1207989,7,55,1,1,c
6071,Percentages,3282583,102082,71.7,1208013,1,12,1,0,e
6072,Percentages,3282583,121660,51.5,1208013,2,86,1,0,c
6073,Percentages,3282583,127092,61.6,1208013,3,92,1,1,b
6074,Percentages,3282583,127149,71.6,1208013,4,405,1,1,d
6075,Percentages,3282583,127366,71.6,1208013,5,163,1,0,b
6076,Percentages,3282583,150198,51.4,1208013,6,148,1,0,c
6077,Percentages,3282583,222729,61.5,1208013,7,51,1,0,c
6113,Percentages,3485596,94125,29.1,1208007,1,282,1,0,a
6170,Percentages,3485596,94132,39.1,1208007,2,217,1,1,a
6171,Percentages,3485596,102070,39.4,1208007,3,163,1,1,b
6172,Percentages,3485596,102096,29.3,1208007,4,148,1,1,b
6173,Percentages,3485596,127247,49.5,1208007,5,287,1,1,a
6174,Percentages,3485596,134044,39.4,1208007,6,91,1,1,a
6239,Percentages,3220255,111562,9.1,1208001,1,46,1,1,a
6240,Percentages,3220255,127220,19.3,1208001,2,141,1,1,e
6241,Percentages,3220255,134355,9.2,1208001,3,80,1,0,b
6242,Percentages,3220255,150939,19.2,1208001,4,36,1,1,c
6243,Percentages,3220255,159216,19.0,1208001,5,62,1,1,b
6244,Percentages,3220255,159224,19.1,1208001,6,83,1,1,a
6245,Percentages,3220255,171291,9.3,1208001,7,217,1,1,d
6260,Percentages,2284674,111562,9.1,1208001,1,60,1,1,a
6261,Percentages,2284674,127220,19.3,1208001,2,133,1,1,e
6262,Percentages,2284674,134355,9.2,1208001,3,22,1,1,a
6263,Percentages,2284674,150939,19.2,1208001,4,25,1,1,c
6264,Percentages,2284674,159216,19.0,1208001,5,47,1,1,b
6265,Percentages,2284674,159224,19.1,1208001,6,86,1,1,a
6266,Percentages,2284674,171291,9.3,1208001,7,148,1,1,d
6330,Percentages,2968717,102085,71.5,1208012,1,124,1,1,e
6332,Percentages,2968717,127330,51.5,1208012,3,328,1,1,b
6333,Percentages,2968717,127719,71.6,1208012,4,125,1,0,d
6334,Percentages,2968717,134371,71.5,1208012,5,15,1,0,a
6336,Percentages,2968717,245328,51.6,1208012,7,211,1,1,a
6393,Percentages,3410170,115881,19.1,1207994,1,50,1,1,a
6394,Percentages,3410170,127327,1.0,1207994,2,61,1,1,b
6395,Percentages,3410170,150218,9.1,1207994,3,28,1,1,d
6396,Percentages,3410170,224757,9.1,1207994,4,104,1,1,d
6397,Percentages,3410170,245146,19.2,1207994,5,63,1,1,b
6398,Percentages,3410170,246122,19.2,1207994,6,204,1,1,b
6399,Percentages,3410170,246210,9.1,1207994,7,51,1,1,c
6400,Percentages,3234824,134362,19.1,1207997,1,38,1,1,c
6401,Percentages,3234824,159214,19.1,1207997,2,57,1,1,a
6402,Percentages,3234824,177826,9.3,1207997,3,70,1,1,c
6403,Percentages,3234824,245584,19.3,1207997,4,32,1,1,d
6404,Percentages,3234824,246080,19.3,1207997,5,41,1,1,a
6405,Percentages,3234824,246196,19.1,1207997,6,22,1,1,b
6406,Percentages,3234824,250004,9.3,1207997,7,155,1,1,d
6414,Percentages,3330499,111588,19.1,1207998,1,22,1,1,d
6415,Percentages,3330499,126251,9.3,1207998,2,87,1,1,a
6416,Percentages,3330499,134372,9.2,1207998,3,186,1,1,b
6417,Percentages,3330499,244718,9.1,1207998,4,46,1,1,b
6418,Percentages,3330499,246069,19.1,1207998,5,56,1,1,c
6419,Percentages,3330499,246778,9.3,1207998,6,86,1,1,a
6420,Percentages,3330499,248317,9.2,1207998,7,60,1,1,d
6428,Percentages,3234824,150197,19.1,1207990,1,62,1,1,c
6429,Percentages,3234824,150220,9.1,1207990,2,89,1,1,c
6430,Percentages,3234824,150917,9.1,1207990,3,14,1,1,b
6431,Percentages,3234824,159215,19.1,1207990,4,61,1,1,d
6432,Percentages,3234824,187876,19.1,1207990,5,48,1,1,a
6433,Percentages,3234824,246114,19.3,1207990,6,66,1,1,c
6434,Percentages,3234824,263000,19.3,1207990,7,79,1,1,c
6435,Percentages,2968717,94137,19.1,1208002,1,24,1,1,b
6436,Percentages,2968717,111561,9.1,1208002,2,21,1,1,c
6437,Percentages,2968717,121655,19.3,1208002,3,32,1,1,d
6438,Percentages,2968717,151553,19.3,1208002,4,82,1,1,d
6439,Percentages,2968717,246161,19.1,1208002,5,87,1,1,c
6440,Percentages,2968717,249304,9.3,1208002,6,112,1,1,a
6441,Percentages,2968717,250746,9.2,1208002,7,448,1,1,d
6442,Percentages,1952294,94137,19.1,1208002,1,23,1,1,b
6443,Percentages,1952294,111561,9.1,1208002,2,18,1,1,c
6444,Percentages,1952294,121655,19.3,1208002,3,43,1,1,d
6445,Percentages,1952294,151553,19.3,1208002,4,99,1,1,d
6446,Percentages,1952294,246161,19.1,1208002,5,43,1,1,c
6447,Percentages,1952294,249304,9.3,1208002,6,51,1,1,a
6448,Percentages,1952294,250746,9.2,1208002,7,76,1,1,d
6449,Percentages,3234824,88303,39.4,1208005,1,239,1,1,a
6450,Percentages,3234824,121662,29.4,1208005,2,38,1,1,c
6451,Percentages,3234824,127226,39.4,1208005,3,78,1,1,a
6459,Percentages,2921935,111588,19.1,1207998,1,26,1,1,d
6460,Percentages,2921935,126251,9.3,1207998,2,161,1,1,a
6461,Percentages,2921935,134372,9.2,1207998,3,170,1,1,b
6462,Percentages,2921935,244718,9.1,1207998,4,50,1,1,b
6463,Percentages,2921935,246069,19.1,1207998,5,106,1,1,c
6464,Percentages,2921935,246778,9.3,1207998,6,155,1,1,a
6465,Percentages,2921935,248317,9.2,1207998,7,45,1,1,d
6466,Percentages,1952294,94133,49.3,1208006,1,149,1,1,d
6467,Percentages,1952294,111563,29.5,1208006,2,68,1,1,c
6468,Percentages,1952294,115882,29.1,1208006,3,25,1,1,b
6469,Percentages,1952294,153969,1.0,1208006,4,78,1,1,a
6470,Percentages,1952294,245570,29.4,1208006,5,39,1,1,b
6471,Percentages,1952294,246073,39.5,1208006,6,14,1,1,b
6472,Percentages,1952294,246079,29.3,1208006,7,39,1,1,b
6480,Percentages,1952294,88287,91.8,1208015,1,427,1,1,b
6481,Percentages,1952294,102084,79.8,1208015,2,147,1,0,e
6482,Percentages,1952294,121658,91.7,1208015,3,16,1,1,c
6483,Percentages,1952294,127361,91.8,1208015,4,310,1,1,d
6484,Percentages,1952294,127362,81.6,1208015,5,114,1,1,c
6485,Percentages,1952294,134086,91.7,1208015,6,186,1,1,a
6504,Percentages,3410170,134376,9.1,1207999,1,41,1,1,a
6505,Percentages,3410170,245432,9.2,1207999,2,16,1,0,c
6506,Percentages,3410170,246075,19.1,1207999,3,17,1,1,a
6507,Percentages,3410170,246120,19.3,1207999,4,274,1,0,b
6508,Percentages,3410170,246190,9.3,1207999,5,77,1,1,c
6509,Percentages,3410170,246213,9.2,1207999,6,28,1,1,c
6510,Percentages,3410170,253331,19.1,1207999,7,136,1,1,d
6511,Percentages,3234824,94125,29.1,1208007,1,24,1,1,c
6512,Percentages,3234824,94132,39.1,1208007,2,113,1,1,a
6513,Percentages,3234824,102070,39.4,1208007,3,104,1,1,b
6514,Percentages,3234824,102096,29.3,1208007,4,21,1,0,e
6515,Percentages,3234824,127247,49.5,1208007,5,298,1,1,a
6516,Percentages,3234824,134044,39.4,1208007,6,75,1,1,a
6517,Percentages,3234824,246160,29.4,1208007,7,68,1,1,a
6518,Percentages,3100616,88305,19.3,1207992,1,82,1,1,c
6519,Percentages,3100616,134351,9.1,1207992,2,39,1,1,a
6520,Percentages,3100616,150196,19.1,1207992,3,53,1,1,a
6521,Percentages,3100616,151536,19.1,1207992,4,70,1,1,c
6522,Percentages,3100616,171290,19.4,1207992,5,121,1,1,b
6523,Percentages,3100616,246127,19.3,1207992,6,87,1,1,b
6524,Percentages,3100616,246162,9.2,1207992,7,84,1,1,d
6550,Percentages,3234824,127234,39.5,1208005,4,204,1,1,c
6551,Percentages,3234824,177828,29.4,1208005,5,60,1,1,b
6552,Percentages,3234824,246117,29.3,1208005,6,79,1,1,a
6553,Percentages,3234824,246119,39.4,1208005,7,204,1,1,a
6568,Percentages,2921935,94137,19.1,1208002,1,77,1,1,b
6569,Percentages,2921935,111561,9.1,1208002,2,47,1,1,c
6570,Percentages,2921935,121655,19.3,1208002,3,107,1,1,d
6571,Percentages,2921935,151553,19.3,1208002,4,310,1,1,d
6572,Percentages,2921935,246161,19.1,1208002,5,103,1,1,c
6573,Percentages,2921935,249304,9.3,1208002,6,100,1,1,a
6574,Percentages,2921935,250746,9.2,1208002,7,194,1,1,d
6582,Percentages,2854637,111588,19.1,1207998,1,35,1,1,d
6583,Percentages,2854637,126251,9.3,1207998,2,65,1,1,a
6584,Percentages,2854637,134372,9.2,1207998,3,109,1,1,b
6585,Percentages,2854637,244718,9.1,1207998,4,75,1,1,b
6586,Percentages,2854637,246069,19.1,1207998,5,12,1,0,d
6587,Percentages,2854637,246778,9.3,1207998,6,201,1,1,a
6588,Percentages,2854637,248317,9.2,1207998,7,38,1,1,d
6589,Percentages,1952294,88304,1.0,1208011,1,74,1,1,d
6590,Percentages,1952294,121657,29.3,1208011,2,58,1,1,e
6591,Percentages,1952294,134352,39.2,1208011,3,94,1,0,d
6592,Percentages,2921935,115883,19.1,1207995,1,51,1,1,c
6593,Percentages,2921935,159220,19.1,1207995,2,54,1,1,b
6594,Percentages,2921935,243596,9.2,1207995,3,35,1,1,b
6595,Percentages,2921935,246076,19.3,1207995,4,51,1,1,b
6596,Percentages,2921935,246707,9.1,1207995,5,40,1,1,d
6597,Percentages,2921935,248140,9.4,1207995,6,100,1,1,b
6598,Percentages,2921935,249303,9.3,1207995,7,315,1,1,c
6620,Percentages,1952294,134365,39.5,1208011,4,151,1,1,b
6621,Percentages,1952294,245500,29.4,1208011,5,13,1,1,a
6622,Percentages,1952294,246077,29.3,1208011,6,80,1,1,d
6623,Percentages,1952294,246121,39.5,1208011,7,15,1,1,c
6659,Percentages,2921935,134376,9.1,1207999,1,190,1,1,a
6660,Percentages,2921935,245432,9.2,1207999,2,51,1,1,a
6661,Percentages,2921935,246075,19.1,1207999,3,35,1,1,a
6662,Percentages,2921935,246120,19.3,1207999,4,253,1,1,c
6663,Percentages,2921935,246190,9.3,1207999,5,129,1,1,c
6664,Percentages,2921935,246213,9.2,1207999,6,113,1,1,c
6665,Percentages,2921935,253331,19.1,1207999,7,356,1,1,d
6681,Percentages,2854637,115881,19.1,1207994,1,216,1,1,a
6682,Percentages,2854637,127327,1.0,1207994,2,250,1,1,b
6683,Percentages,2854637,150218,9.1,1207994,3,74,1,1,d
6684,Percentages,2854637,224757,9.1,1207994,4,114,1,0,a
6685,Percentages,2854637,245146,19.2,1207994,5,65,1,1,b
6686,Percentages,2854637,246122,19.2,1207994,6,12,1,1,b
6687,Percentages,2854637,246210,9.1,1207994,7,103,1,1,c
6695,Percentages,2921935,94131,19.2,1208000,1,51,1,1,c
6696,Percentages,2921935,102067,9.3,1208000,2,159,1,1,c
6697,Percentages,2921935,121656,9.2,1208000,3,123,1,1,c
6698,Percentages,2921935,121661,19.3,1208000,4,235,1,1,e
6699,Percentages,2921935,127363,9.3,1208000,5,129,1,1,d
6700,Percentages,2921935,134358,9.4,1208000,6,318,1,0,c
6701,Percentages,2921935,150938,19.1,1208000,7,71,1,1,c
6736,Percentages,1952294,94124,19.2,1207993,1,150,1,1,a
6737,Percentages,1952294,94130,19.1,1207993,2,29,1,1,a
6738,Percentages,1952294,121663,9.1,1207993,3,36,1,1,c
6739,Percentages,1952294,127316,19.3,1207993,4,40,1,1,b
6740,Percentages,1952294,134368,19.2,1207993,5,73,1,1,d
6741,Percentages,1952294,159217,19.0,1207993,6,39,1,1,a
6742,Percentages,1952294,246082,9.1,1207993,7,29,1,1,c
6750,Percentages,3410170,94131,19.2,1208000,1,45,1,1,c
6751,Percentages,3410170,102067,9.3,1208000,2,299,1,1,c
6752,Percentages,3410170,121656,9.2,1208000,3,55,1,1,c
6753,Percentages,3410170,121661,19.3,1208000,4,64,1,1,e
6754,Percentages,3410170,127363,9.3,1208000,5,42,1,0,a
6755,Percentages,3410170,134358,9.4,1208000,6,212,1,0,a
6756,Percentages,3410170,150938,19.1,1208000,7,72,1,1,c
6799,Percentages,1952294,88286,91.7,1208014,1,373,1,0,b
6800,Percentages,1952294,88292,91.7,1208014,2,563,1,0,d
6801,Percentages,1952294,88293,91.8,1208014,3,32,1,0,e
6802,Percentages,1952294,127335,81.6,1208014,4,154,1,0,b
6803,Percentages,1952294,134350,91.6,1208014,5,78,1,0,b
6813,Percentages,3485596,134376,9.1,1207999,1,32,1,1,a
6814,Percentages,3485596,245432,9.2,1207999,2,14,1,1,a
6815,Percentages,3485596,246075,19.1,1207999,3,26,1,1,a
6816,Percentages,3485596,246120,19.3,1207999,4,268,1,0,a
6817,Percentages,3485596,246190,9.3,1207999,5,58,1,1,c
6818,Percentages,3485596,246213,9.2,1207999,6,57,1,1,c
6819,Percentages,3485596,253331,19.1,1207999,7,92,1,1,d
6827,Percentages,2136271,115881,19.1,1207994,1,102,1,1,a
6828,Percentages,2136271,127327,1.0,1207994,2,63,1,1,b
6829,Percentages,2136271,150218,9.1,1207994,3,28,1,1,d
6830,Percentages,2136271,224757,9.1,1207994,4,129,1,1,d
6831,Percentages,2136271,245146,19.2,1207994,5,82,1,1,b
6833,Percentages,2136271,246210,9.1,1207994,7,41,1,1,c
6834,Percentages,1952294,94128,29.1,1208009,1,19,1,1,d
6835,Percentages,1952294,94134,39.4,1208009,2,132,1,1,a
6836,Percentages,1952294,102083,29.4,1208009,3,117,1,1,c
6837,Percentages,1952294,134353,29.3,1208009,4,79,1,1,b
6838,Percentages,1952294,134356,29.5,1208009,5,14,1,1,b
6839,Percentages,1952294,151541,29.4,1208009,6,16,1,1,a
6840,Percentages,1952294,151547,39.4,1208009,7,150,1,1,b
6849,Percentages,2968717,111563,29.5,1208006,2,32,1,1,c
6876,Percentages,3234824,88305,19.3,1207992,1,169,1,1,c
6877,Percentages,3234824,134351,9.1,1207992,2,24,1,1,a
6878,Percentages,3234824,150196,19.1,1207992,3,37,1,1,a
6879,Percentages,3234824,151536,19.1,1207992,4,16,1,1,c
6880,Percentages,3234824,171290,19.4,1207992,5,501,1,0,c
6881,Percentages,3234824,246127,19.3,1207992,6,101,1,1,b
6882,Percentages,3234824,246162,9.2,1207992,7,49,1,1,d
6883,Percentages,2136271,111588,19.1,1207998,1,19,1,1,d
6884,Percentages,2136271,126251,9.3,1207998,2,153,1,1,a
6885,Percentages,2136271,134372,9.2,1207998,3,56,1,1,b
6886,Percentages,2136271,244718,9.1,1207998,4,32,1,1,b
6887,Percentages,2136271,246069,19.1,1207998,5,103,1,1,c
6888,Percentages,2136271,246778,9.3,1207998,6,142,1,0,d
6889,Percentages,2136271,248317,9.2,1207998,7,29,1,0,b
6925,Percentages,2136271,134376,9.1,1207999,1,35,1,1,a
6928,Percentages,2136271,246120,19.3,1207999,4,126,1,1,c
6929,Percentages,2136271,246190,9.3,1207999,5,92,1,1,c
6930,Percentages,2136271,246213,9.2,1207999,6,91,1,1,c
6931,Percentages,2136271,253331,19.1,1207999,7,110,1,1,d
6939,Percentages,3410170,134349,9.3,1207989,1,51,1,1,c
6940,Percentages,3410170,134366,9.3,1207989,2,160,1,1,c
6941,Percentages,3410170,226897,19.2,1207989,3,32,1,1,d
6942,Percentages,3410170,246071,9.1,1207989,4,46,1,1,a
6943,Percentages,3410170,246128,19.2,1207989,5,196,1,1,c
6944,Percentages,3410170,246166,19.1,1207989,6,61,1,1,d
6945,Percentages,3410170,246788,19.1,1207989,7,64,1,1,c
6974,Percentages,2854637,134376,9.1,1207999,1,78,1,1,a
6976,Percentages,2854637,246075,19.1,1207999,3,32,1,1,a
6977,Percentages,2854637,246120,19.3,1207999,4,74,1,1,c
6978,Percentages,2854637,246190,9.3,1207999,5,71,1,1,c
6979,Percentages,2854637,246213,9.2,1207999,6,65,1,1,c
6980,Percentages,2854637,253331,19.1,1207999,7,157,1,1,d
6981,Percentages,3330499,115881,19.1,1207994,1,73,1,1,a
6982,Percentages,3330499,127327,1.0,1207994,2,51,1,1,b
6983,Percentages,3330499,150218,9.1,1207994,3,26,1,1,d
6984,Percentages,3330499,224757,9.1,1207994,4,212,1,1,d
6985,Percentages,3330499,245146,19.2,1207994,5,60,1,1,b
6986,Percentages,3330499,246122,19.2,1207994,6,12,1,1,b
6987,Percentages,3330499,246210,9.1,1207994,7,48,1,1,c
6988,Percentages,2899789,115881,19.1,1207994,1,107,1,1,a
6989,Percentages,2899789,127327,1.0,1207994,2,43,1,1,b
6990,Percentages,2899789,150218,9.1,1207994,3,35,1,1,d
6991,Percentages,2899789,224757,9.1,1207994,4,165,1,1,d
6992,Percentages,2899789,245146,19.2,1207994,5,35,1,1,b
6993,Percentages,2899789,246122,19.2,1207994,6,13,1,1,b
6994,Percentages,2899789,246210,9.1,1207994,7,97,1,1,c
7002,Percentages,3410170,111562,9.1,1208001,1,82,1,1,a
7003,Percentages,3410170,127220,19.3,1208001,2,42,1,1,e
7004,Percentages,3410170,134355,9.2,1208001,3,15,1,1,a
7005,Percentages,3410170,150939,19.2,1208001,4,31,1,1,c
7006,Percentages,3410170,159216,19.0,1208001,5,63,1,1,b
7007,Percentages,3410170,159224,19.1,1208001,6,87,1,1,a
7008,Percentages,3410170,171291,9.3,1208001,7,136,1,1,d
7009,Percentages,1875189,134376,9.1,1207999,1,36,1,1,a
7012,Percentages,1875189,246120,19.3,1207999,4,87,1,1,c
7013,Percentages,2921935,111562,9.1,1208001,1,45,1,1,a
7014,Percentages,2921935,127220,19.3,1208001,2,134,1,1,e
7015,Percentages,2921935,134355,9.2,1208001,3,12,1,1,a
7016,Percentages,2921935,150939,19.2,1208001,4,16,1,1,c
7017,Percentages,2921935,159216,19.0,1208001,5,74,1,1,b
7018,Percentages,2921935,159224,19.1,1208001,6,112,1,1,a
7019,Percentages,2921935,171291,9.3,1208001,7,292,1,1,d
7020,Percentages,3100616,94125,29.1,1208007,1,88,1,1,c
7021,Percentages,3100616,94132,39.1,1208007,2,83,1,1,a
7022,Percentages,3100616,102070,39.4,1208007,3,204,1,1,b
7023,Percentages,3100616,102096,29.3,1208007,4,87,1,1,b
7024,Percentages,3100616,127247,49.5,1208007,5,268,1,1,a
7025,Percentages,3100616,134044,39.4,1208007,6,133,1,0,c
7026,Percentages,3100616,246160,29.4,1208007,7,317,1,1,a
7027,Percentages,3410170,115883,19.1,1207995,1,32,1,1,c
7028,Percentages,3410170,159220,19.1,1207995,2,20,1,1,b
7029,Percentages,3410170,243596,9.2,1207995,3,70,1,1,b
7030,Percentages,3410170,246076,19.3,1207995,4,59,1,0,c
7031,Percentages,3410170,246707,9.1,1207995,5,60,1,1,d
7032,Percentages,3410170,248140,9.4,1207995,6,84,1,1,b
7033,Percentages,3410170,249303,9.3,1207995,7,199,1,1,c
7041,Percentages,1875189,246190,9.3,1207999,5,26,1,1,c
7042,Percentages,1875189,246213,9.2,1207999,6,30,1,1,c
7043,Percentages,1875189,253331,19.1,1207999,7,217,1,1,d
7101,Percentages,2921935,134349,9.3,1207989,1,24,1,1,c
7102,Percentages,2921935,134366,9.3,1207989,2,68,1,1,c
7103,Percentages,2921935,226897,19.2,1207989,3,98,1,1,d
7104,Percentages,2921935,246071,9.1,1207989,4,85,1,1,a
7105,Percentages,2921935,246128,19.2,1207989,5,265,1,1,c
7106,Percentages,2921935,246166,19.1,1207989,6,92,1,1,d
7107,Percentages,2921935,246788,19.1,1207989,7,193,1,1,c
7108,Percentages,2968717,102082,71.7,1208013,1,619,1,1,b
7109,Percentages,2968717,121660,51.5,1208013,2,125,1,1,a
7113,Percentages,2968717,150198,51.4,1208013,6,405,1,1,a
7114,Percentages,2968717,222729,61.5,1208013,7,28,1,0,c
7142,Percentages,2921935,115881,19.1,1207994,1,125,1,1,a
7143,Percentages,2921935,127327,1.0,1207994,2,110,1,1,b
7144,Percentages,2921935,150218,9.1,1207994,3,81,1,1,d
7145,Percentages,2921935,224757,9.1,1207994,4,356,1,1,d
7146,Percentages,2921935,245146,19.2,1207994,5,298,1,1,b
7147,Percentages,2921935,246122,19.2,1207994,6,12,1,1,b
7148,Percentages,2921935,246210,9.1,1207994,7,80,1,1,c
7161,Percentages,2968717,94129,19.1,1208004,1,58,1,1,c
7162,Percentages,2968717,121659,9.4,1208004,2,183,1,1,e
7163,Percentages,2968717,159223,19.1,1208004,3,42,1,1,a
7164,Percentages,2968717,245561,9.2,1208004,4,147,1,1,d
7165,Percentages,2968717,246123,19.3,1208004,5,58,1,1,d
7166,Percentages,2968717,246124,19.1,1208004,6,70,1,1,b
7167,Percentages,2968717,246718,9.2,1208004,7,125,1,1,a
7168,Percentages,3410170,94124,19.2,1207993,1,112,1,1,a
7169,Percentages,3410170,94130,19.1,1207993,2,49,1,1,a
7170,Percentages,3410170,121663,9.1,1207993,3,62,1,1,c
7171,Percentages,3410170,127316,19.3,1207993,4,279,1,1,b
7172,Percentages,3410170,134368,19.2,1207993,5,105,1,1,d
7173,Percentages,3410170,159217,19.0,1207993,6,61,1,1,a
7174,Percentages,3410170,246082,9.1,1207993,7,63,1,1,c
7184,Percentages,2854637,134349,9.3,1207989,1,26,1,1,c
7185,Percentages,2854637,134366,9.3,1207989,2,138,1,1,c
7186,Percentages,2854637,226897,19.2,1207989,3,44,1,1,d
7187,Percentages,2854637,246071,9.1,1207989,4,41,1,1,a
7188,Percentages,2854637,246128,19.2,1207989,5,185,1,1,c
7189,Percentages,2854637,246166,19.1,1207989,6,224,1,1,d
7190,Percentages,2854637,246788,19.1,1207989,7,71,1,1,c
7198,Percentages,3484749,134376,9.1,1207999,1,83,1,1,a
7199,Percentages,3484749,245432,9.2,1207999,2,14,1,1,a
7200,Percentages,3484749,246075,19.1,1207999,3,27,1,1,a
7201,Percentages,3484749,246120,19.3,1207999,4,371,1,1,c
7202,Percentages,3484749,246190,9.3,1207999,5,179,1,1,c
7203,Percentages,2854637,94124,19.2,1207993,1,207,1,1,a
7204,Percentages,2854637,94130,19.1,1207993,2,84,1,1,a
7205,Percentages,2854637,121663,9.1,1207993,3,59,1,1,c
7206,Percentages,2854637,127316,19.3,1207993,4,86,1,1,b
7207,Percentages,2854637,134368,19.2,1207993,5,259,1,1,d
7208,Percentages,2854637,159217,19.0,1207993,6,39,1,1,a
7209,Percentages,2854637,246082,9.1,1207993,7,243,1,1,c
7245,Percentages,3484749,246213,9.2,1207999,6,53,1,1,c
7246,Percentages,3484749,253331,19.1,1207999,7,264,1,1,d
7247,Percentages,3484749,115881,19.1,1207994,1,373,1,1,a
7248,Percentages,3484749,127327,1.0,1207994,2,72,1,1,b
7249,Percentages,3484749,150218,9.1,1207994,3,49,1,1,d
7250,Percentages,3484749,224757,9.1,1207994,4,291,1,1,d
7251,Percentages,3484749,245146,19.2,1207994,5,47,1,1,b
7253,Percentages,3484749,246210,9.1,1207994,7,69,1,1,c
7261,Percentages,3410170,94137,19.1,1208002,1,113,1,1,b
7262,Percentages,3410170,111561,9.1,1208002,2,27,1,1,c
7263,Percentages,3410170,121655,19.3,1208002,3,85,1,1,d
7264,Percentages,3410170,151553,19.3,1208002,4,294,1,1,d
7265,Percentages,3410170,246161,19.1,1208002,5,60,1,1,c
